0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
-702.5474853515625,-645.6442260742188,-655.0997924804688,-721.4519653320312,-724.3009643554688,-730.4154663085938,-741.0278930664062,-739.8272094726562,-732.8328857421875,-729.8419189453125,-734.6754760742188,-732.3809814453125,-733.79833984375,-724.5194702148438,-709.2344970703125,-695.51318359375,-684.07177734375,-685.837890625,-688.0419311523438,-692.929931640625,-698.1956176757812,-704.3064575195312,-709.3991088867188,-711.771484375,-698.489990234375,-689.3812866210938,-670.1329345703125,-647.199462890625,-619.4397583007812,-573.1722412109375,-568.7168579101562,-602.193603515625,-614.3919677734375,-621.8600463867188,-632.022705078125,-635.233642578125,-629.5944213867188,-605.013671875,-605.6097412109375,-606.1619262695312,-607.3113403320312,-595.5106811523438,-585.5449829101562,-582.5679931640625,hungry
-270.9623718261719,-283.47564697265625,-292.4042663574219,-286.11553955078125,-285.2173767089844,-289.7954406738281,-299.8392639160156,-294.840576171875,-295.3665771484375,-297.9566955566406,-295.5692443847656,-290.8945617675781,-291.8080749511719,-299.1904602050781,-294.7744445800781,-290.6935119628906,-297.38873291015625,-297.8653259277344,-299.15020751953125,-297.5577697753906,-293.8770751953125,-290.8252258300781,-280.9314880371094,-274.06158447265625,-270.1405029296875,-276.3380126953125,-285.9303894042969,-286.06707763671875,-294.441162109375,-302.6792297363281,-296.4964294433594,-292.6973571777344,-293.2029724121094,-297.2463684082031,-302.2502746582031,-301.6535949707031,-298.20953369140625,-305.4178771972656,-312.75213623046875,-310.5098876953125,-307.386962890625,-302.9001159667969,-306.2711486816406,-304.40826416015625,hungry
-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-728.7642211914062,-725.41748046875,-599.328125,-544.5947265625,-536.9620361328125,-519.2537841796875,-502.3419494628906,-502.94061279296875,-505.6482238769531,-494.09722900390625,-483.9317932128906,-466.7317199707031,-454.4637145996094,-454.4008483886719,-456.8509216308594,-469.8368835449219,-488.3577880859375,-496.35296630859375,-485.5614318847656,-480.7830505371094,-479.3668518066406,-442.6734313964844,-375.5188903808594,-372.0496520996094,-408.13397216796875,-422.9235534667969,-428.4422607421875,-436.74554443359375,-431.8758544921875,-429.86309814453125,hungry
-735.5615844726562,-742.1828002929688,-748.1895751953125,-737.0467529296875,-735.1367797851562,-733.0615844726562,-723.632080078125,-715.4446411132812,-720.4386596679688,-725.9142456054688,-728.6810913085938,-728.1114501953125,-720.9336547851562,-708.00537109375,-679.6399536132812,-628.7507934570312,-583.7988891601562,-571.4581909179688,-584.00732421875,-609.1915283203125,-627.0035400390625,-633.6917724609375,-627.5001220703125,-639.2321166992188,-643.7404174804688,-617.6201171875,-604.7506713867188,-604.0028076171875,-601.3483276367188,-617.3016357421875,-645.1734008789062,-681.4048461914062,-715.8764038085938,-713.9036254882812,-673.8990478515625,-668.0530395507812,-685.9689331054688,-699.2645263671875,-707.5723266601562,-713.9686889648438,-715.0721435546875,-693.2945556640625,-643.2117309570312,-595.2883911132812,hungry
-370.6046447753906,-398.4576416015625,-438.5116271972656,-443.5277099609375,-461.2903137207031,-487.7087707519531,-507.6894836425781,-511.3304748535156,-487.47943115234375,-457.78515625,-450.67120361328125,-440.4682312011719,-446.5478515625,-467.3415832519531,-488.960693359375,-497.38323974609375,-500.7497253417969,-492.2407531738281,-450.9528503417969,-416.31512451171875,-401.8165588378906,-405.8229064941406,-419.6020812988281,-429.8800964355469,-447.45867919921875,-470.41351318359375,-483.8136291503906,-470.6363525390625,-464.1087341308594,-467.085205078125,-475.27001953125,-479.2293701171875,-476.02606201171875,-482.7646179199219,-492.7817687988281,-477.0730895996094,-435.80987548828125,-453.8922119140625,-504.378173828125,-517.0739135742188,-519.4778442382812,-520.336669921875,-524.2140502929688,-524.8209228515625,hungry
-249.22898864746094,-277.78057861328125,-303.3934326171875,-308.71478271484375,-304.36871337890625,-298.8641052246094,-285.2898864746094,-297.0595397949219,-315.5401916503906,-300.5011291503906,-298.91876220703125,-302.04412841796875,-298.593017578125,-312.9084167480469,-310.1927185058594,-316.93048095703125,-316.4729309082031,-307.3990783691406,-305.25006103515625,-293.5171203613281,-282.42535400390625,-282.4782409667969,-290.8177185058594,-296.8625793457031,-296.0062561035156,-298.6752014160156,-296.4661560058594,-293.049072265625,-294.99365234375,-295.30987548828125,-289.998779296875,-295.6361389160156,-295.9087219238281,-297.4971618652344,-294.148681640625,-297.828857421875,-300.4436950683594,-294.66412353515625,-305.6113586425781,-301.04876708984375,-306.2446594238281,-300.9328918457031,-281.4132385253906,-283.0362854003906,hungry
-489.7572937011719,-496.63079833984375,-511.8685607910156,-511.25054931640625,-518.1925048828125,-528.704833984375,-547.0182495117188,-574.4879150390625,-608.966796875,-623.85791015625,-628.556640625,-640.0802001953125,-674.5711059570312,-697.3816528320312,-640.0389404296875,-621.8767700195312,-639.1657104492188,-595.31201171875,-557.5511474609375,-530.9306640625,-518.26513671875,-515.8977661132812,-549.0486450195312,-592.3397216796875,-616.2809448242188,-649.8353271484375,-669.8135986328125,-669.1502075195312,-641.6846923828125,-636.2351684570312,-658.3494873046875,-666.6929931640625,-692.9651489257812,-721.2902221679688,-734.2920532226562,-738.8933715820312,-738.2694702148438,-740.794189453125,-741.8140258789062,-737.87255859375,-744.0924682617188,-738.8519897460938,-736.076904296875,-725.00439453125,hungry
-338.0570373535156,-367.0845642089844,-456.09039306640625,-516.0706176757812,-551.5687255859375,-576.7283325195312,-598.2299194335938,-607.6771240234375,-610.3402709960938,-617.1314697265625,-619.9185791015625,-623.97314453125,-624.662353515625,-629.5560302734375,-627.3299560546875,-621.9107666015625,-614.6917724609375,-608.4449462890625,-606.608642578125,-616.145263671875,-624.2138061523438,-617.1958618164062,-582.708984375,-554.1069946289062,-512.0585327148438,-480.99786376953125,-497.4802551269531,-518.7634887695312,-513.0411987304688,-503.6490173339844,-480.677490234375,-489.03857421875,-539.7711791992188,-590.96484375,-607.7886352539062,-618.4613647460938,-621.6725463867188,-610.4027709960938,-595.3468627929688,-596.541748046875,-610.8704833984375,-619.4400634765625,-633.229736328125,-616.6257934570312,hungry
-581.9822998046875,-581.542724609375,-583.4969482421875,-575.4515991210938,-572.8191528320312,-585.2969970703125,-596.729736328125,-600.3460083007812,-597.4085693359375,-549.5223999023438,-520.7206420898438,-513.145263671875,-519.5007934570312,-515.8379516601562,-513.8819580078125,-527.8048706054688,-541.7590942382812,-544.04833984375,-544.3735961914062,-544.328369140625,-549.0696411132812,-547.9019165039062,-533.8613891601562,-537.8965454101562,-561.0986938476562,-596.7911987304688,-587.342529296875,-570.0849609375,-589.0873413085938,-602.786865234375,-614.7352294921875,-647.3240356445312,-643.700927734375,-633.69970703125,-644.5213623046875,-653.943359375,-646.8053588867188,-630.8334350585938,-628.0452270507812,-630.3193969726562,-616.0942993164062,-607.8353271484375,-616.1875610351562,-638.2471923828125,hungry
-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-602.3895874023438,-525.8228149414062,-444.2047119140625,-409.0243225097656,-386.419921875,-366.4501037597656,-357.47271728515625,-350.4221496582031,-339.398681640625,-337.6883239746094,-335.4054260253906,-332.01007080078125,-332.1322326660156,-329.5148620605469,-322.2184143066406,-242.877197265625,-219.79600524902344,-274.7932434082031,-312.0609130859375,-317.1717529296875,-297.7947082519531,-271.6181945800781,-266.0437927246094,-270.2581481933594,hungry
-283.45477294921875,-295.6596374511719,-315.9397277832031,-329.99346923828125,-338.5074768066406,-334.02740478515625,-335.3397521972656,-338.0166015625,-326.916748046875,-314.02203369140625,-319.27093505859375,-320.2842712402344,-316.4214172363281,-303.6015930175781,-295.4244384765625,-283.7730407714844,-263.59466552734375,-261.05438232421875,-269.6225280761719,-265.6840515136719,-266.07550048828125,-267.2125244140625,-249.85629272460938,-249.71543884277344,-271.6182861328125,-275.40216064453125,-277.62811279296875,-275.5578918457031,-271.3406066894531,-270.2806701660156,-271.193359375,-271.9021301269531,-273.04248046875,-273.53533935546875,-278.50701904296875,-281.62957763671875,-276.7100830078125,-268.26690673828125,-262.8086242675781,-258.06329345703125,-263.84722900390625,-277.2565612792969,-276.9039306640625,-274.13763427734375,hungry
